POSTE;DATE;RR;QRR;DRR;QDRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TMNX;QTMNX;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;TAMPLI;QTAMPLI;TNTXM;QTNTXM;PMERM;QPMERM;PMERMIN;QPMERMIN;FFM;QFFM;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2M;QFF2M;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;TSVM;QTSVM;DHUMEC;QDHUMEC;UM;QUM;INST;QINST;GLOT;QGLOT;DIFT;QDIFT;DIRT;QDIRT;SIGMA;QSIGMA;INFRART;QINFRART;UV_INDICEX;QUV_INDICEX;NB300;QNB300;BA300;QBA300;NEIG;QNEIG;BROU;QBROU;ORAG;QORAG;GRESIL;QGRESIL;GRELE;QGRELE;ROSEE;QROSEE;VERGLAS;QVERGLAS;SOLNEIGE;QSOLNEIGE;GELEE;QGELEE;FUMEE;QFUMEE;BRUME;QBRUME;ECLAIR;QECLAIR;ETPMON;QETPMON;ETPGRILLE;QETPGRILLE;UV;QUV;TMERMAX;QTMERMAX;TMERMIN;QTMERMIN;HNEIGEF;QHNEIGEF;NEIGETOTX;QNEIGETOTX;NEIGETOT06;QNEIGETOT06
44109012;20220101;0,2;1;;;7,0;1;319;9;16,3;1;1402;9;11,3;1;11,65;1;;;;;0;9;9,3;1;11,7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20220102;0,0;1;;;11,2;1;2018;9;14,6;1;1213;9;13,4;1;12,90;1;;;;;0;9;3,4;1;12,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;9;;;;;;;;;;;;
44109012;20220103;30,9;1;;;11,9;1;1752;9;13,6;1;153;9;12,6;1;12,75;1;;;;;0;9;1,7;1;12,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6;9;;;;;;;;;;;;
44109012;20220104;0,4;1;;;8,0;1;1800;9;11,8;1;1238;9;9,1;1;9,90;1;;;;;0;9;3,8;1;9,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;9;;;;;;;;;;;;
44109012;20220105;0,0;1;;;1,3;1;703;9;9,2;1;1445;9;5,1;1;5,25;1;;;;;0;9;7,9;1;5,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20220106;2,0;1;;;0,3;1;659;9;9,5;1;1244;9;5,1;1;4,90;1;;;;;0;9;9,2;1;4,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;9;;;;;;;;;;;;
44109012;20220107;2,0;1;;;6,4;1;1801;9;11,5;1;1336;9;8,9;1;8,95;1;;;;;0;9;5,1;1;9,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;;;;;;;;;;;;
44109012;20220108;11,5;1;;;8,4;1;306;9;11,4;1;1041;9;9,6;1;9,90;1;;;;;0;9;3,0;1;9,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;9;;;;;;;;;;;;
44109012;20220109;6,2;1;;;6,2;1;539;9;10,3;1;1117;9;8,6;1;8,25;1;;;;;0;9;4,1;1;8,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6;9;;;;;;;;;;;;
44109012;20220110;2,2;1;;;8,0;1;923;9;9,9;1;1444;9;9,0;1;8,95;1;;;;;0;9;1,9;1;9,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20220111;0,0;1;;;6,2;1;935;9;10,7;1;1423;9;7,3;1;8,45;1;;;;;0;9;4,5;1;8,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20220112;0,2;1;;;2,4;1;341;9;8,6;1;1425;9;5,0;1;5,50;1;;;;;0;9;6,2;1;5,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20220113;0,0;1;;;3,7;1;802;9;8,8;1;1507;9;5,0;1;6,25;1;;;;;0;9;5,1;1;6,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;9;;;;;;;;;;;;
44109012;20220114;0,0;1;;;-0,3;1;927;9;1,5;1;1418;9;0,2;1;0,60;1;;;;;514;9;1,8;1;0,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3;9;;;;;;;;;;;;
44109012;20220115;0,2;1;;;-1,6;1;41;9;1,2;1;1527;9;0,0;1;-0,20;1;;;;;616;9;2,8;1;-0,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2;9;;;;;;;;;;;;
44109012;20220116;0,2;1;;;0,3;1;428;9;6,7;1;1541;9;3,7;1;3,50;1;;;;;0;9;6,4;1;3,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2;9;;;;;;;;;;;;
44109012;20220117;0,0;1;;;3,6;1;9;9;5,9;1;24;9;5,2;1;4,75;1;;;;;0;9;2,3;1;4,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3;9;;;;;;;;;;;;
44109012;20220118;0,0;1;;;3,3;1;442;9;5,7;1;1307;9;4,9;1;4,50;1;;;;;0;9;2,4;1;4,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20220119;0,6;1;;;4,8;1;34;9;9,3;1;1337;9;6,1;1;7,05;1;;;;;0;9;4,5;1;7,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6;9;;;;;;;;;;;;
44109012;20220120;0,2;1;;;3,8;1;809;9;9,9;1;1342;9;6,3;1;6,85;1;;;;;0;9;6,1;1;6,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20220121;0,0;1;;;0,6;1;735;9;8,0;1;1336;9;3,6;1;4,30;1;;;;;0;9;7,4;1;4,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20220122;0,2;1;;;-0,1;1;602;9;6,0;1;1323;9;3,5;1;2,95;1;;;;;75;9;6,1;1;3,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20220123;0,0;1;;;3,2;1;959;9;4,3;1;1333;9;3,6;1;3,75;1;;;;;0;9;1,1;1;3,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20220124;0,0;1;;;0,4;1;915;9;3,9;1;1606;9;1,8;1;2,15;1;;;;;195;9;3,5;1;2,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3;9;;;;;;;;;;;;
44109012;20220125;0,0;1;;;-1,7;1;608;9;3,3;1;1650;9;1,0;1;0,80;1;;;;;670;9;5,0;1;0,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3;9;;;;;;;;;;;;
44109012;20220126;0,0;1;;;-0,1;1;1031;9;1,7;1;601;9;1,0;1;0,80;1;;;;;47;9;1,8;1;0,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20220127;0,8;1;;;0,3;1;1839;9;7,5;1;1523;9;3,9;1;3,90;1;;;;;0;9;7,2;1;3,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20220128;0,2;1;;;3,9;1;1957;9;10,0;1;1441;9;7,5;1;6,95;1;;;;;0;9;6,1;1;7,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20220129;0,0;1;;;7,8;1;741;9;9,4;1;1409;9;8,6;1;8,60;1;;;;;0;9;1,6;1;8,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20220130;0,2;1;;;7,7;1;628;9;10,3;1;1255;9;8,7;1;9,00;1;;;;;0;9;2,6;1;9,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20220131;0,0;1;;;7,7;1;2246;9;11,3;1;1404;9;8,7;1;9,50;1;;;;;0;9;3,6;1;9,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;9;;;;;;;;;;;;
44109012;20220201;0,0;1;;;5,9;1;305;9;12,1;1;1241;9;9,4;1;9,00;1;;;;;0;9;6,2;1;9,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;9;;;;;;;;;;;;
44109012;20220202;0,0;1;;;7,2;1;1800;9;11,9;1;1527;9;9,2;1;9,55;1;;;;;0;9;4,7;1;9,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;;;;;;;;;;;;
44109012;20220203;0,4;1;;;5,5;1;444;9;9,5;1;211;9;7,5;1;7,50;1;;;;;0;9;4,0;1;7,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20220204;1,2;1;;;7,1;1;1756;9;13,4;1;1222;9;8,5;1;10,25;1;;;;;0;9;6,3;1;10,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;;;;;;;;;;;;
44109012;20220205;0,2;1;;;-0,2;1;743;9;12,4;1;1342;9;6,0;1;6,10;1;;;;;53;9;12,6;1;6,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;;;;;;;;;;;;
44109012;20220206;1,0;1;;;6,5;1;2217;9;12,7;1;1341;9;10,7;1;9,60;1;;;;;0;9;6,2;1;9,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;9;;;;;;;;;;;;
44109012;20220207;0,2;1;;;8,7;1;747;9;12,8;1;1336;9;10,2;1;10,75;1;;;;;0;9;4,1;1;10,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;;;;;;;;;;;;
44109012;20220208;0,0;1;;;6,7;1;805;9;10,9;1;1451;9;7,9;1;8,80;1;;;;;0;9;4,2;1;8,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6;9;;;;;;;;;;;;
44109012;20220209;0,2;1;;;3,8;1;738;9;10,6;1;1302;9;6,5;1;7,20;1;;;;;0;9;6,8;1;7,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;9;;;;;;;;;;;;
44109012;20220210;0,0;1;;;6,7;1;2041;9;12,0;1;1623;9;8,2;1;9,35;1;;;;;0;9;5,3;1;9,4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;;;;;;;;;;;;
44109012;20220211;0,2;1;;;-0,5;1;658;9;10,2;1;1401;9;5,1;1;4,85;1;;;;;90;9;10,7;1;4,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;;;;;;;;;;;;
44109012;20220212;0,0;1;;;-0,5;1;719;9;10,3;1;1349;9;4,2;1;4,90;1;;;;;70;9;10,8;1;4,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;;;;;;;;;;;;
44109012;20220213;6,2;1;;;0,5;1;200;9;12,3;1;1351;9;7,3;1;6,40;1;;;;;0;9;11,8;1;6,4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;9;;;;;;;;;;;;
44109012;20220214;1,6;1;;;6,3;1;702;9;13,9;1;1340;9;8,9;1;10,10;1;;;;;0;9;7,6;1;10,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;9;;;;;;;;;;;;
44109012;20220215;12,7;1;;;5,4;1;300;9;12,4;1;540;9;9,2;1;8,90;1;;;;;0;9;7,0;1;8,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;9;;;;;;;;;;;;
44109012;20220216;6,4;1;;;9,7;1;1842;9;13,2;1;1038;9;12,6;1;11,45;1;;;;;0;9;3,5;1;11,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6;9;;;;;;;;;;;;
44109012;20220217;1,0;1;;;11,9;1;726;9;15,5;1;1304;9;12,8;1;13,70;1;;;;;0;9;3,6;1;13,7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,5;9;;;;;;;;;;;;
44109012;20220218;4,1;1;;;9,1;1;1758;9;12,4;1;803;9;10,2;1;10,75;1;;;;;0;9;3,3;1;10,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,6;9;;;;;;;;;;;;
44109012;20220219;0,6;1;;;2,5;1;652;9;12,3;1;1255;9;8,2;1;7,40;1;;;;;0;9;9,8;1;7,4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,4;9;;;;;;;;;;;;
44109012;20220220;1,4;1;;;8,9;1;1850;9;14,1;1;1151;9;11,8;1;11,50;1;;;;;0;9;5,2;1;11,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;9;;;;;;;;;;;;
44109012;20220221;0,4;1;;;8,2;1;544;9;13,8;1;1504;9;10,3;1;11,00;1;;;;;0;9;5,6;1;11,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,0;9;;;;;;;;;;;;
44109012;20220222;0,8;1;;;7,6;1;153;9;12,7;1;1606;9;10,5;1;10,15;1;;;;;0;9;5,1;1;10,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;;;;;;;;;;;;
44109012;20220223;0,0;1;;;8,5;1;440;9;14,1;1;1218;9;10,5;1;11,30;1;;;;;0;9;5,6;1;11,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;9;;;;;;;;;;;;
44109012;20220224;0,6;1;;;7,8;1;251;9;12,6;1;1504;9;9,0;1;10,20;1;;;;;0;9;4,8;1;10,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,6;9;;;;;;;;;;;;
44109012;20220225;0,0;1;;;1,3;1;542;9;13,0;1;1445;9;6,6;1;7,15;1;;;;;0;9;11,7;1;7,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;9;;;;;;;;;;;;
44109012;20220226;0,2;1;;;1,7;1;540;9;12,8;1;1501;9;7,1;1;7,25;1;;;;;0;9;11,1;1;7,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,2;9;;;;;;;;;;;;
44109012;20220227;0,2;1;;;2,6;1;427;9;14,6;1;1426;9;8,2;1;8,60;1;;;;;0;9;12,0;1;8,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,4;9;;;;;;;;;;;;
44109012;20220228;0,0;1;;;5,5;1;559;9;17,4;1;1428;9;10,5;1;11,45;1;;;;;0;9;11,9;1;11,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,4;9;;;;;;;;;;;;
44109012;20220301;0,0;1;;;8,9;1;453;9;17,3;1;1235;9;12,3;1;13,10;1;;;;;0;9;8,4;1;13,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,4;9;;;;;;;;;;;;
44109012;20220302;0,2;1;;;9,6;1;558;9;15,2;1;1628;9;11,3;1;12,40;1;;;;;0;9;5,6;1;12,4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;9;;;;;;;;;;;;
44109012;20220303;7,4;1;;;9,2;1;1800;9;11,8;1;1254;9;9,9;1;10,50;1;;;;;0;9;2,6;1;10,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6;9;;;;;;;;;;;;
44109012;20220304;0,0;1;;;7,3;1;645;9;13,3;1;1419;9;9,0;1;10,30;1;;;;;0;9;6,0;1;10,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,6;9;;;;;;;;;;;;
44109012;20220305;0,6;1;;;2,9;1;536;9;11,7;1;1315;9;7,7;1;7,30;1;;;;;0;9;8,8;1;7,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,6;9;;;;;;;;;;;;
44109012;20220306;0,0;1;;;6,6;1;408;9;9,7;1;1548;9;7,1;1;8,15;1;;;;;0;9;3,1;1;8,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;9;;;;;;;;;;;;
44109012;20220307;0,0;1;;;0,5;1;700;9;9,6;1;1531;9;4,6;1;5,05;1;;;;;0;9;9,1;1;5,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,0;9;;;;;;;;;;;;
44109012;20220308;1,2;1;;;3,7;1;2217;9;10,9;1;1345;9;8,4;1;7,30;1;;;;;0;9;7,2;1;7,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;9;;;;;;;;;;;;
44109012;20220309;0,2;1;;;6,9;1;741;9;15,2;1;1449;9;10,9;1;11,05;1;;;;;0;9;8,3;1;11,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,9;9;;;;;;;;;;;;
44109012;20220310;3,2;1;;;10,2;1;407;9;13,7;1;1532;9;10,7;1;11,95;1;;;;;0;9;3,5;1;12,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;9;;;;;;;;;;;;
44109012;20220311;12,9;1;;;7,4;1;2356;9;13,9;1;1154;9;10,9;1;10,65;1;;;;;0;9;6,5;1;10,7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,6;9;;;;;;;;;;;;
44109012;20220312;9,9;1;;;6,8;1;648;9;15,0;1;1252;9;10,6;1;10,90;1;;;;;0;9;8,2;1;10,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,3;9;;;;;;;;;;;;
44109012;20220313;6,0;1;;;8,0;1;824;9;13,2;1;1421;9;9,6;1;10,60;1;;;;;0;9;5,2;1;10,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,7;9;;;;;;;;;;;;
